fiscal_year,ticker,company,sector,revenue,gross_profit,operating_income,net_income,rd_expense,interest_expense,total_assets,total_equity,long_term_debt,current_assets,current_liabilities,cash,operating_cashflow,capex,shares_outstanding,ebitda,ebitda_is_estimated,gross_margin,operating_margin,net_margin,ebitda_margin,rd_intensity,roe,roa,roic,debt_to_equity,debt_to_assets,current_ratio,interest_coverage,fcf,fcf_margin,cfo_to_net_income,capex_intensity,eps,fcf_per_share,macro_regime
2022,CVX,Chevron,Energy,235717000000.0,90301000000.0,21005000000.0,35465000000.0,268000000.0,516000000.0,257709000000.0,159282000000.0,21375000000.0,50343000000.0,34208000000.0,17678000000.0,49602000000.0,11974000000.0,1940000000.0,21005000000.0,True,,0.08911109508435963,0.15045584323574457,0.08911109508435963,0.0011369566047421272,0.22265541618010823,0.13761645887415652,0.11627005873007966,0.13419595434512374,0.08294238850796828,1.4716732927970066,40.707364341085274,37628000000.0,0.15963210120610732,1.3986183561257577,0.050798202929784445,18.280927835051546,19.395876288659792,Inflation & Rate Hikes
2023,CVX,Chevron,Energy,196913000000.0,77717000000.0,8565000000.0,21369000000.0,320000000.0,469000000.0,261632000000.0,160957000000.0,20307000000.0,41128000000.0,32258000000.0,8178000000.0,35609000000.0,15829000000.0,1880000000.0,8565000000.0,True,,0.043496366415625175,0.10852000629719724,0.043496366415625175,0.001625083158552254,0.13276216629286083,0.08167578889432485,0.0472515226410098,0.1261641307926962,0.07761665239726027,1.2749705499411,18.26226012793177,19780000000.0,0.1004504527380112,1.666385886096682,0.08038575411476134,11.366489361702127,10.52127659574468,Inflation & Rate Hikes
2024,CVX,Chevron,Energy,193414000000.0,74208000000.0,8056000000.0,17661000000.0,353000000.0,594000000.0,256938000000.0,152318000000.0,20135000000.0,40911000000.0,38558000000.0,8262000000.0,31492000000.0,16448000000.0,1817000000.0,8056000000.0,True,,0.04165158675173462,0.09131190089652248,0.04165158675173462,0.0018251005614898612,0.11594821360574588,0.06873642668659365,0.04671417719610561,0.13219054872044014,0.07836520872739727,1.0610249494268376,13.562289562289562,15044000000.0,0.0777813395100665,1.7831379876564182,0.0850403797036409,9.719867914144194,8.27958172812328,Normalization
2006,SLB,Schlumberger,Energy,,,,,,,,10421000000.0,,,,166000000.0,,,,,True,,,,,,,,,,,,,,,,,,,Pre-Crisis Buildup
2007,SLB,Schlumberger,Energy,23277000000.0,7796000000.0,,5177000000.0,728000000.0,275000000.0,,14938000000.0,,,,623000000.0,6287000000.0,2931000000.0,1239000000.0,,True,,,0.2224083859603901,,0.03127550801220089,0.3465658053286919,,,,,,,3356000000.0,0.14417665506723376,1.214409889897624,0.12591828843923186,4.178369652945924,2.70863599677159,Pre-Crisis Buildup
2008,SLB,Schlumberger,Energy,27163000000.0,8206000000.0,6852000000.0,5435000000.0,819000000.0,247000000.0,32094000000.0,16862000000.0,,12986000000.0,8175000000.0,609000000.0,6899000000.0,3723000000.0,1224000000.0,6852000000.0,True,,0.25225490557007696,0.20008835548356219,0.25225490557007696,0.030151308765600265,0.3223223816866327,0.16934629525768055,0.4063574902146839,,,1.5885015290519877,27.74089068825911,3176000000.0,0.11692375658064279,1.2693652253909844,0.13706144387586056,4.440359477124183,2.5947712418300655,Financial Crisis
2009,SLB,Schlumberger,Energy,22702000000.0,5457000000.0,3156000000.0,3134000000.0,802000000.0,221000000.0,33465000000.0,19120000000.0,,13650000000.0,7259000000.0,617000000.0,5311000000.0,2395000000.0,1194812901.0,3156000000.0,True,,0.1390185886706017,0.1380495110562946,0.1390185886706017,0.035327283939740994,0.1639121338912134,0.09365008217540714,0.16506276150627616,,,1.880424300867888,14.28054298642534,2916000000.0,0.12844683287816053,1.694639438417358,0.10549731301206942,2.623004821405088,2.4405494764573183,Financial Crisis
2010,SLB,Schlumberger,Energy,26672000000.0,5575000000.0,5132000000.0,4267000000.0,919000000.0,207000000.0,51767000000.0,31226000000.0,,18098000000.0,10865000000.0,1764000000.0,5509000000.0,2912000000.0,248000000.0,5132000000.0,True,,0.1924115176964607,0.15998050389922017,0.1924115176964607,0.03445560887822435,0.13664894639082817,0.08242702880213264,0.16435022096970472,,,1.665715600552232,24.792270531400966,2597000000.0,0.09736802639472106,1.2910710100773377,0.10917816436712657,17.205645161290324,10.471774193548388,Post-Crisis Recovery
2011,SLB,Schlumberger,Energy,36579000000.0,7777000000.0,6239000000.0,4997000000.0,1061000000.0,298000000.0,55201000000.0,31263000000.0,,20539000000.0,10538000000.0,1705000000.0,5880000000.0,4004000000.0,1333775406.0,6239000000.0,True,,0.17056234451461222,0.13660843653462368,0.17056234451461222,0.029005713660843653,0.1598375075968397,0.0905237223963334,0.19956498096791733,,,1.9490415638641108,20.936241610738254,1876000000.0,0.051286257142076054,1.1767060236141684,0.10946171300472948,3.7465078284701856,1.4065336574364755,Post-Crisis Recovery
2012,SLB,Schlumberger,Energy,41731000000.0,8846000000.0,6959000000.0,5490000000.0,1153000000.0,340000000.0,61547000000.0,34751000000.0,,24156000000.0,12368000000.0,1905000000.0,6543000000.0,4694000000.0,1328255773.0,6959000000.0,True,,0.16675852483765066,0.1315568761831732,0.16675852483765066,0.027629340298578994,0.1579810652930851,0.08920012348286675,0.20025323012287416,,,1.953104786545925,20.46764705882353,1849000000.0,0.04430758908245669,1.1918032786885246,0.11248232728666938,4.13324008191606,1.3920511678438607,Post-Crisis Recovery
2013,SLB,Schlumberger,Energy,45266000000.0,9935000000.0,9344000000.0,6732000000.0,1174000000.0,391000000.0,67100000000.0,39469000000.0,10393000000.0,26225000000.0,13525000000.0,3472000000.0,9788000000.0,3943000000.0,1307330369.0,9344000000.0,True,,0.20642424777979057,0.14872089426942958,0.20642424777979057,0.025935580789113243,0.17056424028984773,0.10032786885245902,0.18739721631703501,0.2633205807089108,0.15488822652757078,1.9390018484288354,23.89769820971867,5845000000.0,0.12912561304290196,1.4539512774806893,0.08710732116820571,5.149425240652388,4.470943335058409,Post-Crisis Recovery
2014,SLB,Schlumberger,Energy,,836000000.0,10576000000.0,5438000000.0,1217000000.0,369000000.0,66904000000.0,37850000000.0,10565000000.0,24694000000.0,14176000000.0,3130000000.0,11195000000.0,3976000000.0,1275312404.0,10576000000.0,True,,,,,,0.14367239101717305,0.08128064091833075,0.21844469689145926,0.27912813738441217,0.1579128303240464,1.7419582392776525,28.661246612466126,7219000000.0,,2.058661272526664,,4.264053249183327,5.66057381497875,Low Rate Bull Market
2015,SLB,Schlumberger,Energy,,677000000.0,6510000000.0,2072000000.0,1094000000.0,346000000.0,68005000000.0,35633000000.0,14442000000.0,26912000000.0,14121000000.0,,8805000000.0,2410000000.0,1256367980.0,6510000000.0,True,,,,,,0.0581483456346645,0.03046834791559444,0.13000499251123315,0.4052984592933517,0.21236673773987208,1.9058140358331563,18.815028901734102,6395000000.0,,4.249517374517374,,1.6491983503113474,5.090069232741827,Low Rate Bull Market
2016,SLB,Schlumberger,Energy,27810000000.0,20753000000.0,3273000000.0,-1687000000.0,1012000000.0,570000000.0,77956000000.0,41078000000.0,16463000000.0,23927000000.0,15059000000.0,,6261000000.0,2055000000.0,1391475510.0,3273000000.0,True,,0.11769147788565264,-0.0606616325062927,0.11769147788565264,0.036389787846098524,-0.04106821169482448,-0.02164041254040741,0.05688118037573209,0.40077413700764397,0.21118323156652472,1.5888837240188591,5.742105263157895,4206000000.0,0.1512405609492988,-3.7113218731475994,0.07389428263214672,-1.212382099344314,3.0226906400961377,Low Rate Bull Market
2017,SLB,Schlumberger,Energy,30440000000.0,22103000000.0,3921000000.0,-1505000000.0,787000000.0,566000000.0,71987000000.0,36842000000.0,14875000000.0,18497000000.0,15282000000.0,,5663000000.0,2107000000.0,1383932776.0,3921000000.0,True,,0.1288107752956636,-0.049441524310118265,0.1288107752956636,0.02585413929040736,-0.04085011671461918,-0.020906552571992164,0.07581646267184872,0.4037511535747245,0.2066345312348063,1.2103782227457138,6.927561837455831,3556000000.0,0.11681997371879106,-3.7627906976744185,0.06921813403416557,-1.0874805670474272,2.569488967721363,Low Rate Bull Market
2018,SLB,Schlumberger,Energy,32815000000.0,,4187000000.0,2138000000.0,702000000.0,575000000.0,70507000000.0,36162000000.0,14644000000.0,15731000000.0,13486000000.0,,5713000000.0,2160000000.0,1382964324.0,4187000000.0,True,,0.12759408806948042,0.06515313119000457,0.12759408806948042,0.021392655797653513,0.059122836126320445,0.030323230317557123,0.08241152619769318,0.40495547812620986,0.20769568978966627,1.1664689307429927,7.281739130434783,3553000000.0,0.10827365534054548,2.6721234798877456,0.06582355630047235,1.5459545578270464,2.5691190570437303,Low Rate Bull Market
2019,SLB,Schlumberger,Energy,32917000000.0,,3978000000.0,-10137000000.0,717000000.0,609000000.0,56312000000.0,23760000000.0,14770000000.0,15530000000.0,13098000000.0,,5431000000.0,1724000000.0,1384515345.0,3978000000.0,True,,0.12084940911990764,-0.3079563751253152,0.12084940911990764,0.021782057903211107,-0.42664141414141415,-0.18001491689160393,0.10324422527900337,0.6216329966329966,0.26228867736894446,1.1856772026263551,6.532019704433497,3707000000.0,0.11261658109791294,-0.5357600868106935,0.052374153173132425,-7.321695665279896,2.6774712273051766,Low Rate Bull Market
2020,SLB,Schlumberger,Energy,23601000000.0,,2401000000.0,-10518000000.0,580000000.0,563000000.0,42434000000.0,12071000000.0,16036000000.0,12919000000.0,10491000000.0,,2944000000.0,1116000000.0,1392325960.0,2401000000.0,True,,0.10173297741621118,-0.44565908224227785,0.10173297741621118,0.024575229863141392,-0.8713445447767376,-0.24786727624075033,0.08542355996726794,1.3284732002319608,0.37790451053400576,1.2314364693546849,4.264653641207815,1828000000.0,0.07745434515486632,-0.2799011218862902,0.04728613194356172,-7.55426552558138,1.3129109508236132,COVID Shock
2021,SLB,Schlumberger,Energy,22929000000.0,,3365000000.0,1881000000.0,554000000.0,539000000.0,41511000000.0,15004000000.0,13286000000.0,12654000000.0,10359000000.0,,4651000000.0,1141000000.0,1403381685.0,3365000000.0,True,,0.14675738148196607,0.08203584979720005,0.14675738148196607,0.024161542151860088,0.125366568914956,0.045313290453132905,0.11894662424885119,0.8854972007464676,0.32005974320059744,1.2215464813205907,6.2430426716141,3510000000.0,0.15308125081774174,2.472620946305157,0.049762309738758774,1.3403338664776718,2.5011014733315404,COVID Rebound
2022,SLB,Schlumberger,Energy,28091000000.0,,5011000000.0,3441000000.0,634000000.0,490000000.0,43135000000.0,17685000000.0,10594000000.0,15003000000.0,12018000000.0,,3720000000.0,1618000000.0,1420000000.0,5011000000.0,True,,0.1783845359723755,0.12249474920793137,0.1783845359723755,0.022569506247552596,0.19457167090754876,0.07977280630578416,0.17719862795714134,0.5990387333898785,0.24560102005332096,1.2483774338492262,10.226530612244899,2102000000.0,0.07482823680182264,1.0810810810810811,0.05759851909864369,2.4232394366197183,1.480281690140845,Inflation & Rate Hikes
2023,SLB,Schlumberger,Energy,33135000000.0,,6523000000.0,4203000000.0,711000000.0,503000000.0,47957000000.0,20189000000.0,10842000000.0,17718000000.0,13395000000.0,,6637000000.0,1939000000.0,1427000000.0,6523000000.0,True,,0.19686132488305416,0.12684472612041647,0.19686132488305416,0.02145767315527388,0.20818267373322105,0.08764101173968347,0.21020914569301666,0.5370251126851255,0.22607752778530768,1.3227323628219485,12.968190854870775,4698000000.0,0.14178361249434132,1.5791101594099453,0.05851818318998038,2.9453398738612475,3.292221443587947,Inflation & Rate Hikes
2024,SLB,Schlumberger,Energy,36289000000.0,,5672000000.0,4461000000.0,749000000.0,512000000.0,48935000000.0,21130000000.0,11023000000.0,18570000000.0,12811000000.0,,6602000000.0,1931000000.0,1400850420.0,5672000000.0,True,,0.15630080740720328,0.12292981344208989,0.15630080740720328,0.020639863319463197,0.21112162801703738,0.09116174517216716,0.1764065561533916,0.5216753431140558,0.2252579952998876,1.4495355553820934,11.078125,4671000000.0,0.12871669100829453,1.4799372338040797,0.05321171704924357,3.1844941731894543,3.3344031120753064,Normalization
2006,XOM,ExxonMobil,Energy,,,,,,,,117648000000.0,,,,28244000000.0,,,,,True,,,,,,,,,,,,,,,,,,,Pre-Crisis Buildup
2007,XOM,ExxonMobil,Energy,,,,40610000000.0,,400000000.0,,126044000000.0,,,,33981000000.0,52002000000.0,15387000000.0,,,True,,,,,,0.3221890768303132,,,,,,,36615000000.0,,1.2805220389066732,,,,Pre-Crisis Buildup
2008,XOM,ExxonMobil,Energy,,,10152000000.0,45220000000.0,847000000.0,673000000.0,228052000000.0,112965000000.0,7025000000.0,72266000000.0,49100000000.0,31437000000.0,59725000000.0,19318000000.0,8019000000.0,10152000000.0,True,,,,,,0.400300978179082,0.19828810972935998,0.08460705058754896,0.06218740317797548,0.03080437794888885,1.4718126272912424,15.084695393759286,40407000000.0,,1.320765148164529,,5.639107120588602,5.03890759446315,Financial Crisis
2009,XOM,ExxonMobil,Energy,301500000000.0,25691000000.0,34777000000.0,19280000000.0,1050000000.0,548000000.0,233323000000.0,110569000000.0,7129000000.0,55235000000.0,52061000000.0,10693000000.0,28438000000.0,22491000000.0,8019000000.0,34777000000.0,True,,0.11534660033167496,0.0639469320066335,0.11534660033167496,0.003482587064676617,0.1743707549132216,0.0826322308559379,0.2954765586501045,0.06447557633694796,0.03055421025788285,1.0609669426249977,50.0,5947000000.0,0.019724709784411276,1.475,0.07459701492537313,2.404289811697219,0.7416136675395935,Financial Crisis
2010,XOM,ExxonMobil,Energy,370125000000.0,39863000000.0,52959000000.0,30460000000.0,1012000000.0,259000000.0,302510000000.0,146839000000.0,12227000000.0,58984000000.0,62633000000.0,7825000000.0,48413000000.0,26871000000.0,8019000000.0,52959000000.0,True,,0.14308409321175278,0.08229652144545761,0.14308409321175278,0.002734211415062479,0.2074380784396516,0.10069088625169416,0.3329372713213383,0.08326806910970519,0.04041849856203101,0.9417399773282455,50.0,21542000000.0,0.05820195879770348,1.5893959290873276,0.07259979736575481,3.7984786132934283,2.6863698715550566,Post-Crisis Recovery
2011,XOM,ExxonMobil,Energy,467029000000.0,53857000000.0,73257000000.0,41060000000.0,1044000000.0,247000000.0,331052000000.0,154396000000.0,9322000000.0,72963000000.0,77505000000.0,12664000000.0,55345000000.0,30975000000.0,4875000000.0,73257000000.0,True,,0.15685749707191632,0.08791745266353909,0.15685749707191632,0.0022354072231060597,0.26593953211223087,0.12402885347317037,0.4474584346253924,0.06037721184486645,0.028158718267824994,0.9413973292045674,50.0,24370000000.0,0.05218091381905621,1.3479055041402825,0.06632350453612089,8.422564102564102,4.998974358974359,Post-Crisis Recovery
2012,XOM,ExxonMobil,Energy,451509000000.0,49554000000.0,78726000000.0,44880000000.0,1042000000.0,327000000.0,333795000000.0,165863000000.0,7500000000.0,64460000000.0,64139000000.0,9582000000.0,56170000000.0,34271000000.0,4502000000.0,78726000000.0,True,,0.17436197285103952,0.0994000119598945,0.17436197285103952,0.002307816676965465,0.270584759711328,0.13445378151260504,0.4541107387389466,0.04521804139560963,0.02246888060036849,1.005004755297089,50.0,21899000000.0,0.048501801735956536,1.2515597147950088,0.07590324888318949,9.968902709906708,4.864282541092847,Post-Crisis Recovery
2013,XOM,ExxonMobil,Energy,420836000000.0,40292000000.0,57711000000.0,32580000000.0,1044000000.0,9000000.0,346808000000.0,174003000000.0,6500000000.0,59308000000.0,71724000000.0,4644000000.0,44914000000.0,33669000000.0,4335000000.0,57711000000.0,True,,0.13713418053588572,0.0774173312169111,0.13713418053588572,0.0024807763594369304,0.18723815106636094,0.09394246960854422,0.3197232178966555,0.03735567777567053,0.018742358884454798,0.8268919747922592,50.0,11245000000.0,0.02672062276041023,1.3785758133824433,0.08000503759184101,7.515570934256055,2.594002306805075,Post-Crisis Recovery
2014,XOM,ExxonMobil,Energy,394105000000.0,33796000000.0,51630000000.0,32520000000.0,971000000.0,286000000.0,349493000000.0,174399000000.0,11300000000.0,52910000000.0,64633000000.0,4616000000.0,45116000000.0,32952000000.0,4201000000.0,51630000000.0,True,,0.1310056964514533,0.08251608073990434,0.1310056964514533,0.002463810405856307,0.18646895911100408,0.09304907394425639,0.2780305763628237,0.0647939495065912,0.03233255029428343,0.8186220661272106,50.0,12164000000.0,0.030864871036906407,1.387330873308733,0.08361223531799901,7.741014044275173,2.89550107117353,Low Rate Bull Market
2015,XOM,ExxonMobil,Energy,239854000000.0,12572000000.0,21966000000.0,16150000000.0,1008000000.0,311000000.0,336758000000.0,170811000000.0,18700000000.0,42623000000.0,53976000000.0,3705000000.0,30344000000.0,26490000000.0,4156000000.0,21966000000.0,True,,0.0915807115995564,0.06733262734830354,0.0915807115995564,0.0042025565552377695,0.09454894591097764,0.04795728683505663,0.11590883906475086,0.10947772684428989,0.05552949001953925,0.7896657773825404,50.0,3854000000.0,0.016068108099093616,1.8788854489164086,0.11044218566294496,3.885948026948989,0.9273339749759384,Low Rate Bull Market
2016,XOM,ExxonMobil,Energy,200628000000.0,483000000.0,7969000000.0,7840000000.0,1058000000.0,453000000.0,330314000000.0,167325000000.0,27700000000.0,41416000000.0,47638000000.0,3657000000.0,22082000000.0,16163000000.0,4148000000.0,7969000000.0,True,,0.03972027832605619,0.039077297286520325,0.03972027832605619,0.005273441394022769,0.04685492305393695,0.023734991553491527,0.04086142802204846,0.16554609293291497,0.08385960025914736,0.8693899827868509,17.591611479028696,5919000000.0,0.029502362581494107,2.8165816326530613,0.08056203520944236,1.8900675024108005,1.4269527483124398,Low Rate Bull Market
2017,XOM,ExxonMobil,Energy,237162000000.0,11473000000.0,18674000000.0,19710000000.0,1063000000.0,601000000.0,348691000000.0,187688000000.0,23100000000.0,47134000000.0,57771000000.0,3177000000.0,30066000000.0,15402000000.0,4239000000.0,18674000000.0,True,,0.0787394270582977,0.08310774913350367,0.0787394270582977,0.004482168306895708,0.10501470525553046,0.056525691801623784,0.08859138091352449,0.12307659520054559,0.06624776664726076,0.8158764778175901,31.071547420965057,14664000000.0,0.06183115338882283,1.5254185692541857,0.06494295038834215,4.649681528662421,3.45930644019816,Low Rate Bull Market
2018,XOM,ExxonMobil,Energy,279332000000.0,20073000000.0,30953000000.0,20840000000.0,1116000000.0,766000000.0,346196000000.0,191794000000.0,20538000000.0,47973000000.0,57138000000.0,3042000000.0,36014000000.0,19574000000.0,4237000000.0,30953000000.0,True,,0.11081079145962511,0.0746065613678347,0.11081079145962511,0.003995245800695946,0.10865824791182206,0.06019711377370045,0.14577642559764897,0.10708364182404037,0.05932477556066506,0.8395988659036018,40.40861618798956,16440000000.0,0.058854696203800495,1.7281190019193857,0.0700743201638194,4.9185744630634884,3.8801038470616,Low Rate Bull Market
