fiscal_year,ticker,company,sector,revenue,gross_profit,operating_income,net_income,rd_expense,interest_expense,total_assets,total_equity,long_term_debt,current_assets,current_liabilities,cash,operating_cashflow,capex,shares_outstanding,ebitda,ebitda_is_estimated,gross_margin,operating_margin,net_margin,ebitda_margin,rd_intensity,roe,roa,roic,debt_to_equity,debt_to_assets,current_ratio,interest_coverage,fcf,fcf_margin,cfo_to_net_income,capex_intensity,eps,fcf_per_share,macro_regime
2016,AMD,AMD,Semiconductors,4319000000.0,1003000000.0,-373000000.0,-498000000.0,1008000000.0,156000000.0,3321000000.0,477000000.0,1435000000.0,2530000000.0,1346000000.0,1264000000.0,81000000.0,77000000.0,935000000.0,-373000000.0,True,0.23222968279694373,-0.08636258393146562,-0.11530446862699699,-0.08636258393146562,0.233387358184765,-1.0440251572327044,-0.14995483288166214,-0.1950836820083682,3.008385744234801,0.43209876543209874,1.8796433878157504,-2.391025641025641,4000000.0,0.0009261403102570039,-0.16265060240963855,0.017828200972447326,-0.532620320855615,0.0042780748663101605,Low Rate Bull Market
2017,AMD,AMD,Semiconductors,5253000000.0,1787000000.0,127000000.0,-33000000.0,1196000000.0,126000000.0,3552000000.0,596000000.0,1395000000.0,2634000000.0,1513000000.0,1185000000.0,12000000.0,113000000.0,967000000.0,127000000.0,True,0.3401865600609176,0.024176660955644393,-0.006282124500285551,0.024176660955644393,0.22767942128307633,-0.05536912751677853,-0.009290540540540541,0.06378704168759418,2.3406040268456376,0.3927364864864865,1.7409120951751487,1.007936507936508,-101000000.0,-0.019227108319055778,-0.36363636363636365,0.021511517228250523,-0.03412616339193381,-0.10444674250258532,Low Rate Bull Market
2018,AMD,AMD,Semiconductors,6475000000.0,2447000000.0,451000000.0,337000000.0,1434000000.0,121000000.0,4556000000.0,1266000000.0,1250000000.0,3540000000.0,1984000000.0,1078000000.0,34000000.0,163000000.0,1005000000.0,451000000.0,True,0.3779150579150579,0.06965250965250966,0.05204633204633204,0.06965250965250966,0.22146718146718147,0.26619273301737756,0.07396839332748024,0.17925278219395865,0.9873617693522907,0.27436347673397715,1.784274193548387,3.727272727272727,-129000000.0,-0.019922779922779923,0.10089020771513353,0.025173745173745175,0.3353233830845771,-0.12835820895522387,Low Rate Bull Market
2019,AMD,AMD,Semiconductors,6731000000.0,2868000000.0,631000000.0,341000000.0,1547000000.0,94000000.0,6028000000.0,2827000000.0,486000000.0,4597000000.0,2359000000.0,1466000000.0,493000000.0,217000000.0,1170000000.0,631000000.0,True,0.4260882484029119,0.09374535730203536,0.05066112019016491,0.09374535730203536,0.2298321200415986,0.12062256809338522,0.05656934306569343,0.1904618170842137,0.17191368942341706,0.08062375580623755,1.9487070792708774,6.712765957446808,276000000.0,0.04100430842371119,1.4457478005865103,0.03223889466646858,0.2914529914529915,0.2358974358974359,Low Rate Bull Market
2020,AMD,AMD,Semiconductors,9763000000.0,4347000000.0,1369000000.0,2490000000.0,1983000000.0,47000000.0,8962000000.0,5837000000.0,330000000.0,6143000000.0,2417000000.0,1595000000.0,1071000000.0,294000000.0,1211000000.0,1369000000.0,True,0.44525248386766364,0.14022329202089523,0.25504455597664655,0.14022329202089523,0.20311379698863055,0.4265890011992462,0.2778397679089489,0.2219880006486136,0.0565358917252013,0.03682213791564383,2.5415804716590813,29.127659574468087,777000000.0,0.0795861927686162,0.43012048192771085,0.030113694561098022,2.056151940545004,0.6416184971098265,COVID Shock
2021,AMD,AMD,Semiconductors,16434000000.0,7929000000.0,3648000000.0,3162000000.0,2845000000.0,34000000.0,12419000000.0,7497000000.0,1000000.0,8583000000.0,4240000000.0,2535000000.0,3521000000.0,301000000.0,1207000000.0,3648000000.0,True,0.4824753559693319,0.22197882438846295,0.1924059875867105,0.22197882438846295,0.17311670926128758,0.4217687074829932,0.254609871970368,0.4865297412643372,0.00013338668800853674,8.052178114179885e-05,2.024292452830189,50.0,3220000000.0,0.19593525617622004,1.1135357368753953,0.018315686990385785,2.619718309859155,2.667771333885667,COVID Rebound
2022,AMD,AMD,Semiconductors,23601000000.0,10603000000.0,1264000000.0,1320000000.0,5005000000.0,88000000.0,67580000000.0,54750000000.0,2467000000.0,15019000000.0,6369000000.0,4835000000.0,3565000000.0,450000000.0,1612000000.0,1264000000.0,True,0.4492606245498072,0.05355705266725986,0.055929833481632135,0.05355705266725986,0.21206728528452184,0.02410958904109589,0.01953240603728914,0.022091336490903054,0.045059360730593606,0.036504883101509324,2.358140995446695,14.363636363636363,3115000000.0,0.13198593279945764,2.7007575757575757,0.019066988686920045,0.8188585607940446,1.932382133995037,Inflation & Rate Hikes
2023,AMD,AMD,Semiconductors,22680000000.0,10460000000.0,401000000.0,854000000.0,5872000000.0,106000000.0,67885000000.0,55892000000.0,1717000000.0,16768000000.0,6689000000.0,3933000000.0,1667000000.0,546000000.0,1616000000.0,401000000.0,True,0.46119929453262787,0.017680776014109348,0.037654320987654324,0.017680776014109348,0.2589065255731922,0.015279467544550203,0.012580098696324666,0.006960717943376903,0.030719959922708078,0.025292774545186712,2.506802212587831,3.7830188679245285,1121000000.0,0.04942680776014109,1.9519906323185012,0.024074074074074074,0.5284653465346535,0.6936881188118812,Inflation & Rate Hikes
2024,AMD,AMD,Semiconductors,25785000000.0,12725000000.0,1900000000.0,1641000000.0,6456000000.0,92000000.0,69226000000.0,57568000000.0,1721000000.0,19049000000.0,7281000000.0,3787000000.0,3041000000.0,636000000.0,1622000000.0,1900000000.0,True,0.49350397517936784,0.0736862516967229,0.06364165212332752,0.0736862516967229,0.2503781268179174,0.028505419677598665,0.02370496634212579,0.03204641670461637,0.02989508060033352,0.024860601508103892,2.6162615025408598,20.652173913043477,2405000000.0,0.09327128175295715,1.8531383302864106,0.024665503199534613,1.0117139334155363,1.4827373612823675,Normalization
2006,INTC,Intel,Semiconductors,,,,,,,,37210000000.0,,,,6598000000.0,,,,,True,,,,,,,,,,,,,,,,,,,Pre-Crisis Buildup
2007,INTC,Intel,Semiconductors,38334000000.0,19904000000.0,8216000000.0,6976000000.0,5755000000.0,15000000.0,,43220000000.0,,,,7307000000.0,12625000000.0,5000000000.0,5936000000.0,8216000000.0,True,0.519225752595607,0.2143267073616111,0.18197944383575937,0.2143267073616111,0.1501278238639328,0.16140675613142064,,0.19009717723276262,,,,50.0,7625000000.0,0.19890958418114468,1.809776376146789,0.13043251421714405,1.1752021563342319,1.2845350404312668,Pre-Crisis Buildup
2008,INTC,Intel,Semiconductors,37586000000.0,20844000000.0,8954000000.0,5292000000.0,5722000000.0,8000000.0,50472000000.0,39546000000.0,1185000000.0,19871000000.0,7818000000.0,3350000000.0,10926000000.0,5197000000.0,5562000000.0,8954000000.0,True,0.5545681902836163,0.23822699941467568,0.14079710530516681,0.23822699941467568,0.15223753525248762,0.1338188438780155,0.10485021398002853,0.2198325599666102,0.029965103929600972,0.023478364241559677,2.5416986441545153,50.0,5729000000.0,0.1524237748097696,2.064625850340136,0.13826956845634011,0.9514563106796117,1.0300251708018697,Financial Crisis
2009,INTC,Intel,Semiconductors,35127000000.0,19561000000.0,5711000000.0,4369000000.0,5653000000.0,1000000.0,53095000000.0,41704000000.0,2049000000.0,21157000000.0,7591000000.0,3987000000.0,11170000000.0,4515000000.0,5523000000.0,5711000000.0,True,0.5568650895322687,0.16258149002192046,0.12437725965781307,0.16258149002192046,0.16093033848606486,0.10476213312871667,0.08228646765232131,0.13052819235252439,0.04913197774793785,0.038591204444862984,2.787116321960216,50.0,6655000000.0,0.18945540467446692,2.5566491187914853,0.12853360662738064,0.7910555857323918,1.204961071881224,Financial Crisis
2010,INTC,Intel,Semiconductors,43623000000.0,28491000000.0,15588000000.0,11464000000.0,6576000000.0,0.0,63186000000.0,49430000000.0,2077000000.0,31611000000.0,9327000000.0,5498000000.0,16692000000.0,5207000000.0,5511000000.0,15588000000.0,True,0.6531187676225844,0.35733443367031154,0.2627971482933315,0.35733443367031154,0.1507461660133416,0.23192393283431115,0.1814325958281898,0.3026384763236065,0.04201901679142221,0.0328712056468205,3.3891926664522356,50.0,11485000000.0,0.26327854572129383,1.456036287508723,0.11936363844760792,2.080203229903829,2.084013790600617,Post-Crisis Recovery
2011,INTC,Intel,Semiconductors,53999000000.0,33757000000.0,17477000000.0,12942000000.0,8350000000.0,41000000.0,71119000000.0,45911000000.0,7084000000.0,25872000000.0,12028000000.0,5065000000.0,20963000000.0,10764000000.0,5000000000.0,17477000000.0,True,0.6251412063186356,0.3236541417433656,0.23967110502046335,0.3236541417433656,0.1546324931943184,0.2818932282023916,0.18197668696129024,0.3297858288517785,0.15429853412036332,0.09960769977080668,2.1509810442301296,50.0,10199000000.0,0.18887386803459325,1.6197651058569,0.19933702475971776,2.5884,2.0398,Post-Crisis Recovery
2012,INTC,Intel,Semiconductors,53341000000.0,33151000000.0,14638000000.0,11005000000.0,10148000000.0,90000000.0,84351000000.0,51203000000.0,13136000000.0,31358000000.0,12898000000.0,8478000000.0,18884000000.0,11027000000.0,4944000000.0,14638000000.0,True,0.6214919105378602,0.2744230516863201,0.2063140923492248,0.2744230516863201,0.19024765190003937,0.21492881276487705,0.1304667401690555,0.2275136386950372,0.25654746792180144,0.15573022252255456,2.431229648007443,50.0,7857000000.0,0.1472975759734538,1.7159472966833258,0.2067265330608725,2.225930420711974,1.5891990291262137,Post-Crisis Recovery
2013,INTC,Intel,Semiconductors,52708000000.0,31521000000.0,12291000000.0,9620000000.0,10611000000.0,244000000.0,92358000000.0,58256000000.0,13165000000.0,32084000000.0,13568000000.0,5674000000.0,20776000000.0,10711000000.0,4967000000.0,12291000000.0,True,0.5980306594824315,0.23319040752826894,0.18251498823707976,0.23319040752826894,0.20131668816877893,0.16513320516341665,0.10415989952142748,0.17209224177762844,0.22598530623455096,0.142543147318045,2.364681603773585,50.0,10065000000.0,0.19095772937694466,2.1596673596673597,0.20321393336874857,1.936782766257298,2.026374068854439,Post-Crisis Recovery
2014,INTC,Intel,Semiconductors,55870000000.0,35609000000.0,15347000000.0,11704000000.0,11537000000.0,192000000.0,91900000000.0,55865000000.0,13195000000.0,27730000000.0,16011000000.0,2561000000.0,20418000000.0,10105000000.0,4748000000.0,15347000000.0,True,0.6373545731161625,0.27469124753892965,0.20948630749955252,0.27469124753892965,0.2064972257025237,0.20950505683343776,0.1273558215451578,0.22222704894294817,0.23619439720755392,0.14357997823721436,1.731934295172069,50.0,10313000000.0,0.18458922498657598,1.7445317840054682,0.1808662967603365,2.465037910699242,2.172072451558551,Low Rate Bull Market
2015,INTC,Intel,Semiconductors,55355000000.0,34679000000.0,14002000000.0,11420000000.0,12128000000.0,337000000.0,101459000000.0,61085000000.0,22707000000.0,38320000000.0,15646000000.0,15308000000.0,19018000000.0,7326000000.0,4725000000.0,14002000000.0,True,0.6264836058169994,0.252949146418571,0.2063047601842652,0.252949146418571,0.21909493270707253,0.18695260702300073,0.11255778196118629,0.16710425816307045,0.3717279201113203,0.2238046895790418,2.4491882909369806,41.54896142433235,11692000000.0,0.21121849878059795,1.665323992994746,0.13234576822328606,2.416931216931217,2.4744973544973545,Low Rate Bull Market
2016,INTC,Intel,Semiconductors,59387000000.0,36233000000.0,13133000000.0,10316000000.0,12685000000.0,733000000.0,113327000000.0,66226000000.0,25258000000.0,35508000000.0,20302000000.0,5560000000.0,21808000000.0,9625000000.0,4730000000.0,13133000000.0,True,0.6101166922053648,0.2211426743226632,0.17370805058346103,0.2211426743226632,0.213598935794029,0.15576963730256999,0.09102861630502881,0.14355515718595602,0.38139099447346964,0.22287716078251432,1.7489902472662793,17.916780354706685,12183000000.0,0.2051459073534612,2.113997673516867,0.16207250745112567,2.180972515856237,2.5756871035940803,Low Rate Bull Market
2017,INTC,Intel,Semiconductors,62761000000.0,39098000000.0,18050000000.0,9601000000.0,13035000000.0,646000000.0,123249000000.0,69653000000.0,26776000000.0,29500000000.0,17421000000.0,3433000000.0,22110000000.0,11778000000.0,4687000000.0,18050000000.0,True,0.6229664919297015,0.2875989866318255,0.15297716734914996,0.2875989866318255,0.20769267538758146,0.13784043759780626,0.07789921216399322,0.18718435325472627,0.38441991012590987,0.21725125558828062,1.6933585902072212,27.941176470588236,10332000000.0,0.1646245279711923,2.3028851161337363,0.18766431382546486,2.0484318327288245,2.204395135481118,Low Rate Bull Market
2018,INTC,Intel,Semiconductors,70848000000.0,43737000000.0,23316000000.0,21053000000.0,13543000000.0,468000000.0,127963000000.0,74563000000.0,25859000000.0,28787000000.0,16626000000.0,3019000000.0,29432000000.0,15181000000.0,4516000000.0,23316000000.0,True,0.6173357046070461,0.3290989159891599,0.2971572944896116,0.3290989159891599,0.19115571364046974,0.28235183670184943,0.1645241202535108,0.2321801995578658,0.34680739777101244,0.20208185178528168,1.7314447251293155,49.82051282051282,14251000000.0,0.20114893857271907,1.3979955350781361,0.21427563233965674,4.661868910540301,3.1556687333923827,Low Rate Bull Market
2019,INTC,Intel,Semiconductors,71965000000.0,42140000000.0,22035000000.0,21048000000.0,13362000000.0,489000000.0,136524000000.0,77504000000.0,29003000000.0,31239000000.0,22310000000.0,4194000000.0,33145000000.0,16213000000.0,4290000000.0,22035000000.0,True,0.5855624261793928,0.3061905092753422,0.2924755089279511,0.3061905092753422,0.18567359132911831,0.27157308009909165,0.15417069526237145,0.20688781019087948,0.3742129438480595,0.21243883859248192,1.4002241147467502,45.061349693251536,16932000000.0,0.23528103939414993,1.5747339414671229,0.22529007156256514,4.906293706293706,3.946853146853147,Low Rate Bull Market
2020,INTC,Intel,Semiconductors,77867000000.0,43612000000.0,23678000000.0,20899000000.0,13556000000.0,629000000.0,153091000000.0,81038000000.0,36401000000.0,47249000000.0,24754000000.0,5865000000.0,35864000000.0,14259000000.0,4062000000.0,23678000000.0,True,0.5600832188218372,0.30408260238611995,0.26839354283586114,0.30408260238611995,0.17409172049777183,0.2578913596090723,0.13651357689217525,0.20161956419928645,0.4491843332757472,0.23777361177338968,1.908742021491476,37.64387917329094,21605000000.0,0.27746028484467106,1.7160629695200726,0.1831199352742497,5.145002461841457,5.3188084687346135,COVID Shock
2021,INTC,Intel,Semiconductors,79024000000.0,43815000000.0,19456000000.0,19868000000.0,15190000000.0,597000000.0,168406000000.0,95391000000.0,38101000000.0,58558000000.0,27462000000.0,4827000000.0,29456000000.0,18733000000.0,4070000000.0,19456000000.0,True,0.5544518121077141,0.2462036849564689,0.2514172909495849,0.2462036849564689,0.19222008503745697,0.2082796070908157,0.11797679417597948,0.14574656159170588,0.39941923242234595,0.22624490813866488,2.1323283082077054,32.58961474036851,10723000000.0,0.1356929540392792,1.482585061405275,0.23705456570155903,4.881572481572482,2.634643734643735,COVID Rebound
2022,INTC,Intel,Semiconductors,63054000000.0,26866000000.0,2334000000.0,8014000000.0,17528000000.0,496000000.0,182103000000.0,101423000000.0,38107000000.0,50407000000.0,32155000000.0,11144000000.0,15433000000.0,24844000000.0,4137000000.0,2334000000.0,True,0.426079233672725,0.03701589114092683,0.1270974085704317,0.03701589114092683,0.27798395026485234,0.07901560789958885,0.04400806137186098,0.01672758546549129,0.375723455232048,0.2092606931242209,1.5676255636759446,4.705645161290323,-9411000000.0,-0.14925302121990675,1.9257549288744698,0.3940114822215878,1.9371525259850133,-2.274836838288615,Inflation & Rate Hikes
2023,INTC,Intel,Semiconductors,54228000000.0,21711000000.0,93000000.0,1689000000.0,16046000000.0,878000000.0,191572000000.0,105590000000.0,49266000000.0,43269000000.0,28053000000.0,7079000000.0,11471000000.0,25750000000.0,4228000000.0,93000000.0,True,0.400365125027661,0.001714981190528878,0.031146271298959947,0.001714981190528878,0.2958987976691008,0.01599583293872526,0.008816528511473493,0.0006005579376969571,0.46657827445780853,0.257167018144614,1.5424018821516416,0.10592255125284739,-14279000000.0,-0.26331415504905215,6.791592658377739,0.4748469425389098,0.3994796594134343,-3.3772469252601702,Inflation & Rate Hikes
2024,INTC,Intel,Semiconductors,53101000000.0,17345000000.0,-11678000000.0,-18756000000.0,16546000000.0,1034000000.0,196485000000.0,99270000000.0,50011000000.0,47324000000.0,35666000000.0,8249000000.0,8288000000.0,23944000000.0,4330000000.0,-11678000000.0,True,0.32664168283083184,-0.2199205288036007,-0.35321368712453627,-0.2199205288036007,0.31159488521873413,-0.18893925657298277,-0.09545766852431484,-0.07822830768818537,0.5037876498438602,0.25452833549634835,1.3268659227275277,-11.294003868471954,-15656000000.0,-0.2948343722340446,-0.4418852633823843,0.45091429539933336,-4.331639722863741,-3.615704387990762,Normalization
2007,NVDA,NVIDIA,Semiconductors,,,,,,,,2006919000.0,,,,544414000.0,,,,,True,,,,,,,,,,,,,,,,,,,Pre-Crisis Buildup
2008,NVDA,NVIDIA,Semiconductors,4097860000.0,1869280000.0,836346000.0,797645000.0,691637000.0,54000.0,,2617912000.0,,,,726969000.0,1270196000.0,75542000.0,606732.0,836346000.0,True,0.4561600445110375,0.20409335604437437,0.19464915834118296,0.20409335604437437,0.16878004617044018,0.3046874761260119,,0.3194706315567521,,,,50.0,1194654000.0,0.2915311894501032,1.592432723830777,0.01843449995851493,1314.657872009388,1968.9978441882083,Financial Crisis
2009,NVDA,NVIDIA,Semiconductors,3424859000.0,1174269000.0,-70700000.0,-30041000.0,855879000.0,406000.0,3350727000.0,2394652000.0,,2167958000.0,778591000.0,417688000.0,249360000.0,27948000.0,538460766.0,-70700000.0,True,0.34286637785672347,-0.020643185602677364,-0.008771455992786857,-0.020643185602677364,0.24990196676709903,-0.01254503785936328,-0.008965517035556762,-0.02952412292057468,,,2.7844632162457565,-50.0,221412000.0,0.06464850085799152,-8.300655770447056,0.008160335943757101,-0.0557905086068982,0.41119430417331465,Financial Crisis
2010,NVDA,NVIDIA,Semiconductors,3326445000.0,1176923000.0,-98945000.0,-67987000.0,908851000.0,3320000.0,3585918000.0,2665140000.0,,2480830000.0,784378000.0,447221000.0,487807000.0,77601000.0,561465851.0,-98945000.0,True,0.3538080443235947,-0.02974496797632307,-0.020438335820974044,-0.02974496797632307,0.2732199089418283,-0.025509729320035722,-0.018959440790335975,-0.03712562942284458,,,3.1627990586171464,-29.802710843373493,410206000.0,0.12331663382379687,-7.175004044890935,0.02332850836253117,-0.12108839723540016,0.7305983066813444,Post-Crisis Recovery
2011,NVDA,NVIDIA,Semiconductors,3543309000.0,1409090000.0,255747000.0,253146000.0,848830000.0,3127000.0,4495246000.0,3181462000.0,,3226950000.0,942682000.0,665361000.0,675797000.0,97890000.0,588555701.0,255747000.0,True,0.39767629636591106,0.07217744769084491,0.0714433880872371,0.07217744769084491,0.23955855952726673,0.07956907861857222,0.0563141594475586,0.0803866272801624,,,3.42315860491661,50.0,577907000.0,0.16309810970479854,2.669593831227829,0.02762671841490539,0.4301139205174397,0.9819070633724096,Post-Crisis Recovery
2012,NVDA,NVIDIA,Semiconductors,3997930000.0,2056517000.0,648299000.0,581090000.0,1002605000.0,3089000.0,5552928000.0,4145724000.0,,3905358000.0,929958000.0,667876000.0,909156000.0,138735000.0,612191412.0,648299000.0,True,0.5143954496451913,0.16215866711022955,0.14534771744377714,0.16215866711022955,0.250781029182602,0.14016610850119304,0.10464569322706868,0.15637775211277932,,,4.199499332227907,50.0,770421000.0,0.19270497482447166,1.5645700321809015,0.03470170813395932,0.9491965888603482,1.2584642399393868,Post-Crisis Recovery
2013,NVDA,NVIDIA,Semiconductors,4280159000.0,2226343000.0,648239000.0,562536000.0,1147282000.0,3294000.0,6412245000.0,4827000000.0,0.0,4775258000.0,976223000.0,733000000.0,824172000.0,0.0,616756134.0,648239000.0,True,0.5201542746426009,0.15145208390622872,0.13142876234270737,0.15145208390622872,0.26804658425072525,0.11653946550652579,0.0877284008954742,0.1342943857468407,0.0,0.0,4.891564734696888,50.0,824172000.0,0.19255639802166227,1.4651009002090534,0.0,0.9120882128105434,1.3363012616587937,Post-Crisis Recovery
2014,NVDA,NVIDIA,Semiconductors,4130000000.0,2268000000.0,496000000.0,440000000.0,1336000000.0,10000000.0,7250894000.0,4455000000.0,1356375000.0,5624711000.0,945496000.0,1152000000.0,835000000.0,17000000.0,567997000.0,496000000.0,True,0.5491525423728814,0.12009685230024213,0.10653753026634383,0.12009685230024213,0.32348668280871673,0.09876543209876543,0.060682172432806214,0.08534985265965456,0.3044612794612795,0.1870631400762444,5.948952718996167,49.6,818000000.0,0.1980629539951574,1.8977272727272727,0.004116222760290557,0.7746519787956626,1.4401484514883,Low Rate Bull Market
2015,NVDA,NVIDIA,Semiconductors,4682000000.0,2599000000.0,759000000.0,631000000.0,1360000000.0,46000000.0,7201000000.0,4418000000.0,1384000000.0,5713000000.0,896000000.0,497000000.0,906000000.0,0.0,545000000.0,759000000.0,True,0.555104656129859,0.16211020931225972,0.13477146518581803,0.16211020931225972,0.290474156343443,0.14282480760525124,0.08762671851131787,0.13081695966907964,0.31326392032593936,0.1921955283988335,6.376116071428571,16.5,906000000.0,0.1935070482699701,1.4358161648177497,0.0,1.1577981651376146,1.6623853211009174,Low Rate Bull Market
2016,NVDA,NVIDIA,Semiconductors,5010000000.0,2811000000.0,747000000.0,614000000.0,1331000000.0,47000000.0,7370000000.0,4469000000.0,0.0,6053000000.0,2351000000.0,596000000.0,1175000000.0,0.0,539000000.0,747000000.0,True,0.5610778443113772,0.14910179640718563,0.12255489021956088,0.14910179640718563,0.2656686626746507,0.13739091519355562,0.08331071913161466,0.16715148802864174,0.0,0.0,2.5746490854955337,15.893617021276595,1175000000.0,0.2345309381237525,1.9136807817589576,0.0,1.1391465677179964,2.1799628942486087,Low Rate Bull Market
2017,NVDA,NVIDIA,Semiconductors,6910000000.0,4063000000.0,1934000000.0,1666000000.0,1463000000.0,58000000.0,9841000000.0,5762000000.0,1983000000.0,8536000000.0,1788000000.0,1766000000.0,1672000000.0,5000000.0,585000000.0,1934000000.0,True,0.5879884225759768,0.27988422575976846,0.2410998552821997,0.27988422575976846,0.2117221418234443,0.28913571676501215,0.16929173864444672,0.24970948999354423,0.3441513363415481,0.20150391220404432,4.774049217002237,33.3448275862069,1667000000.0,0.24124457308248914,1.0036014405762306,0.000723589001447178,2.847863247863248,2.8495726495726497,Low Rate Bull Market
2018,NVDA,NVIDIA,Semiconductors,9714000000.0,5822000000.0,3210000000.0,3047000000.0,1797000000.0,61000000.0,11241000000.0,7471000000.0,1985000000.0,9255000000.0,1153000000.0,4002000000.0,3502000000.0,36000000.0,606000000.0,3210000000.0,True,0.5993411570928556,0.3304508956145769,0.3136709903232448,0.3304508956145769,0.18499073502161828,0.4078436621603534,0.2710612934792278,0.33946700507614214,0.26569401686521216,0.17658571301485632,8.026886383347788,50.0,3466000000.0,0.35680461190035,1.14932720708894,0.0037059913526868438,5.028052805280528,5.7194719471947195,Low Rate Bull Market
2019,NVDA,NVIDIA,Semiconductors,11716000000.0,7171000000.0,3804000000.0,4141000000.0,2376000000.0,58000000.0,13292000000.0,9342000000.0,1988000000.0,10557000000.0,1329000000.0,782000000.0,3743000000.0,0.0,606000000.0,3804000000.0,True,0.6120689655172413,0.3246841925571868,0.35344827586206895,0.3246841925571868,0.20279959030385797,0.44326696638835367,0.3115407764068613,0.3357458075904678,0.21280239777349605,0.14956364730665062,7.943566591422122,50.0,3743000000.0,0.31947763741891433,0.9038879497705868,0.0,6.833333333333333,6.176567656765677,Low Rate Bull Market
2020,NVDA,NVIDIA,Semiconductors,10918000000.0,6768000000.0,2846000000.0,2796000000.0,2829000000.0,52000000.0,17315000000.0,12204000000.0,1991000000.0,13690000000.0,1784000000.0,10896000000.0,4761000000.0,212000000.0,612000000.0,2846000000.0,True,0.619893753434695,0.2606704524638212,0.2560908591317091,0.2606704524638212,0.2591133907309031,0.22910521140609635,0.16147848686110308,0.20049313138429023,0.16314323172730252,0.11498700548657234,7.673766816143497,50.0,4549000000.0,0.4166514013555596,1.7027896995708154,0.019417475728155338,4.568627450980392,7.433006535947713,COVID Shock
2021,NVDA,NVIDIA,Semiconductors,16675000000.0,10396000000.0,4532000000.0,4332000000.0,3924000000.0,184000000.0,28791000000.0,16893000000.0,6963000000.0,16055000000.0,3925000000.0,847000000.0,5822000000.0,157000000.0,2479000000.0,4532000000.0,True,0.623448275862069,0.271784107946027,0.25979010494752625,0.271784107946027,0.2353223388305847,0.2564375776949032,0.1504636865687194,0.18997317236753855,0.41218256082400995,0.2418464103365635,4.090445859872611,24.630434782608695,5665000000.0,0.33973013493253373,1.3439519852262234,0.009415292353823088,1.7474788221056878,2.285195643404599,COVID Rebound
2022,NVDA,NVIDIA,Semiconductors,26914000000.0,17475000000.0,10041000000.0,9752000000.0,5268000000.0,236000000.0,44187000000.0,26612000000.0,10946000000.0,28829000000.0,4335000000.0,1990000000.0,9108000000.0,976000000.0,2506000000.0,10041000000.0,True,0.6492903321691313,0.3730772088875678,0.3623393029649996,0.3730772088875678,0.19573456193802483,0.3664512250112731,0.22069839545567702,0.26734650407369936,0.41131820231474525,0.24771991762283024,6.650288350634371,42.54661016949152,8132000000.0,0.3021475811845136,0.9339622641509434,0.036263654603552055,3.89146049481245,3.2450119712689545,Inflation & Rate Hikes
2023,NVDA,NVIDIA,Semiconductors,26974000000.0,15356000000.0,4224000000.0,4368000000.0,7339000000.0,262000000.0,41182000000.0,22101000000.0,10953000000.0,23073000000.0,6563000000.0,3389000000.0,5641000000.0,1833000000.0,2466000000.0,4224000000.0,True,0.5692889449099132,0.1565952398606065,0.16193371394676356,0.1565952398606065,0.2720768147104619,0.19763811592235644,0.10606575688407557,0.12779088763840987,0.4955884349124474,0.26596571317565926,3.515617857687033,16.12213740458015,3808000000.0,0.14117298138948617,1.291437728937729,0.067954326388374,1.7712895377128954,1.5442011354420113,Inflation & Rate Hikes
2024,NVDA,NVIDIA,Semiconductors,60922000000.0,44301000000.0,32972000000.0,29760000000.0,8675000000.0,257000000.0,65728000000.0,42978000000.0,9709000000.0,44345000000.0,10631000000.0,7280000000.0,28090000000.0,1069000000.0,24643000000.0,32972000000.0,True,0.7271757329043695,0.5412166376678376,0.4884934834706674,0.5412166376678376,0.14239519385443683,0.6924472986178976,0.4527750730282376,0.6258090230986771,0.22590627763041557,0.1477148247322298,4.171291505973097,50.0,27021000000.0,0.4435343554052723,0.9438844086021505,0.017547027346442992,1.2076451730714604,1.0964979913159925,Normalization
2007,CRM,Salesforce,Software_Cloud,,,,,,,,286425000.0,,,,86608000.0,,,,,True,,,,,,,,,,,,,,,,,,,Pre-Crisis Buildup
2008,CRM,Salesforce,Software_Cloud,68119000.0,577109000.0,20309000.0,18356000.0,63812000.0,46000.0,,461002000.0,,,,279095000.0,204275000.0,43552000.0,122422000.0,20309000.0,True,2.0,0.2981400196714573,0.269469604662429,0.2981400196714573,0.9367724129831618,0.03981761467412289,,0.044054038811111446,,,,50.0,160723000.0,2.35944450153408,10.0,0.6393517227205332,0.1499403701948996,1.3128604335821992,Financial Crisis
2009,CRM,Salesforce,Software_Cloud,92195000.0,856298000.0,63742000.0,43428000.0,99530000.0,107000.0,1479822000.0,671784000.0,,1068557000.0,766966000.0,483834000.0,229557000.0,61059000.0,122850062.0,63742000.0,True,2.0,0.6913823960084603,0.4710450675199306,0.6913823960084603,1.0795596290471283,0.06464577900039298,0.029346772787537962,0.09488466530908744,,,1.3932260360954722,50.0,168498000.0,1.8276262270188188,5.285921525283228,0.6622810347632735,0.3535040950976484,1.3715743993682314,Financial Crisis
